,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,model,explainer
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023576071960040128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31132329794868746,0.3145283991106059,0.5575448321685932,0.17433757158556212,0.0827313230691139,0.9336875473565877,lr,shap
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05060631260259777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31132329794868746,0.3145283991106059,0.5575448321685932,0.17433757158556212,0.0827313230691139,0.9336875473565877,lr,shap
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067438531420579905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1478244570367293,0.3145283991106059,0.5575448321685932,0.17433757158556212,0.0827313230691139,0.9336875473565877,lr,shap
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006414884696103942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31132329794868746,0.3145283991106059,0.5575448321685932,0.17433757158556212,0.0827313230691139,3.125823528106837,lr,shap
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016448422297702403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31132329794868746,0.3145283991106059,0.5575448321685932,0.17433757158556212,0.0827313230691139,3.125823528106837,lr,shap
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023576071960040128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31132329794868746,0.3145283991106059,0.5575448321685932,0.17433757158556212,0.0827313230691139,3.125823528106837,lr,shap
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016448422297702403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31132329794868746,0.3145283991106059,0.5575448321685932,0.17433757158556212,0.0827313230691139,0.9336875473565877,lr,shap
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004221761723076954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31132329794868746,0.3145283991106059,0.5575448321685932,2.7312886215071397,0.0827313230691139,0.9336875473565877,lr,shap
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006414884696103942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31132329794868746,0.3145283991106059,3.42491825474993,0.17433757158556212,0.0827313230691139,0.9336875473565877,lr,shap
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016448422297702403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31132329794868746,0.3145283991106059,0.5575448321685932,0.17433757158556212,0.0827313230691139,0.9336875473565877,lr,shap
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028675082872327878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31132329794868746,0.3145283991106059,0.5575448321685932,0.17433757158556212,0.0827313230691139,0.9336875473565877,lr,shap
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006414884696103942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31132329794868746,0.3145283991106059,3.42491825474993,0.17433757158556212,0.0827313230691139,0.9336875473565877,lr,shap
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006414884696103942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31132329794868746,0.3145283991106059,0.5575448321685932,0.17433757158556212,0.0827313230691139,0.9336875473565877,lr,shap
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006414884696103942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31132329794868746,0.3145283991106059,3.42491825474993,0.17433757158556212,0.0827313230691139,0.9336875473565877,lr,shap
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006414884696103942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31132329794868746,0.3145283991106059,3.42491825474993,0.17433757158556212,0.0827313230691139,0.9336875473565877,lr,shap
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006414884696103942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31132329794868746,0.3145283991106059,0.5575448321685932,0.17433757158556212,0.0827313230691139,3.125823528106837,lr,shap
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067438531420579905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31132329794868746,0.3145283991106059,0.5575448321685932,0.17433757158556212,0.0827313230691139,3.125823528106837,lr,shap
