,preg,plas,pres,skin,insu,mass,pedi,age
0,0.1530497670173645,0.16190077364444733,0.037946850061416626,0.00837768241763115,0.08611766993999481,0.10842996090650558,0.005823549814522266,0.12408936023712158
1,0.07542822510004044,0.0666629895567894,0.008927973918616772,0.011457103304564953,0.010032819584012032,0.1598055511713028,0.11823628097772598,0.4279158413410187
2,0.1068575531244278,0.12355013191699982,0.015315295197069645,0.08625708520412445,0.07671957463026047,0.07251689583063126,0.0224318727850914,0.4942794144153595
3,0.22070854902267456,0.16043740510940552,0.0733170434832573,0.05739982798695564,0.0021173981949687004,0.47150498628616333,0.15013015270233154,0.03504902496933937
4,0.10533880442380905,0.17200341820716858,0.11472633481025696,0.07636263221502304,0.013332463800907135,0.15319736301898956,0.10786110162734985,0.36967727541923523
5,0.10112888365983963,0.1173846572637558,0.001986276125535369,0.022512350231409073,0.0859634205698967,0.16709785163402557,0.033861175179481506,0.1427115797996521
6,0.07188389450311661,0.37969735264778137,0.17863944172859192,0.009168666787445545,0.0008921711705625057,0.5179270505905151,0.04564819484949112,0.33046889305114746
7,0.2974127233028412,0.0925428569316864,0.8219417333602905,0.20722076296806335,0.1825302392244339,0.20224110782146454,0.2611861824989319,0.1899651288986206
8,0.01700734905898571,0.3915698826313019,0.00031709717586636543,0.008096279576420784,0.0043433536775410175,0.0435834601521492,0.00861783791333437,0.05175534263253212
9,0.08526618033647537,0.19488349556922913,0.00025813779211603105,0.15564997494220734,0.0015084062470123172,0.10168130695819855,0.16274835169315338,0.040402866899967194
10,0.22224301099777222,0.08890838176012039,0.0007329294458031654,0.004903842229396105,0.01698007620871067,0.3126579225063324,0.09297328442335129,0.16529951989650726
11,0.10108861327171326,0.9249286651611328,0.4506120979785919,0.03811691328883171,0.039477668702602386,0.1612183004617691,0.046583667397499084,0.2753151059150696
12,0.028564337641000748,0.3726356029510498,0.06714794039726257,0.020727533847093582,0.2899370491504669,0.0844365581870079,0.0069252378307282925,0.2187080681324005
13,0.08567380160093307,0.08418763428926468,0.024025235325098038,0.009330169297754765,0.0026668787468224764,0.04039105772972107,0.11118387430906296,0.12481998652219772
14,0.050054773688316345,0.25588932633399963,0.09853111207485199,0.024580547586083412,0.0017299557803198695,0.1656520962715149,0.10833592712879181,0.3174494206905365
15,0.10091959685087204,0.045061979442834854,0.008150300942361355,0.0013655201764777303,0.021548083052039146,0.050955481827259064,0.028653934597969055,0.055832426995038986
16,0.04090306907892227,0.3260995149612427,0.008554616943001747,0.021704522892832756,0.03480231761932373,0.23841828107833862,0.017775747925043106,0.15420350432395935
17,0.07012180238962173,0.3061050474643707,0.016136636957526207,0.006399140693247318,0.0025563365779817104,0.08798288553953171,0.00963469035923481,0.25059741735458374
18,0.001935490407049656,1.244471788406372,1.0567436218261719,0.03723076358437538,0.08050235360860825,0.44780415296554565,0.06293608993291855,0.07801114767789841
19,0.33181923627853394,0.4694980978965759,0.050586991012096405,0.038380756974220276,0.0867345929145813,1.0105514526367188,0.010761592537164688,0.19744440913200378
20,0.03264082595705986,0.16521458327770233,0.004994488786906004,0.12004083395004272,0.08326590061187744,0.22617346048355103,0.002645850647240877,0.23200342059135437
21,0.09888678789138794,0.2699940502643585,0.06334509700536728,0.029280168935656548,0.0007597043295390904,0.0008418908109888434,0.039797842502593994,0.11431620270013809
22,0.3504614531993866,0.11029604077339172,0.015501112677156925,0.0831189677119255,0.03967110440135002,0.16525323688983917,0.044438332319259644,0.1322709321975708
23,0.0988720953464508,0.2001919448375702,0.04756299406290054,0.024734025821089745,0.0013271804200485349,0.055377356708049774,0.06680183857679367,0.34183627367019653
24,0.23346897959709167,0.06612347811460495,0.06542176753282547,0.036878377199172974,0.0178211722522974,0.19612033665180206,0.002539289416745305,0.10936740785837173
25,0.11698132753372192,0.7965514063835144,0.24096035957336426,0.04849303513765335,0.008523784577846527,0.2781844139099121,0.0037004570476710796,0.12592989206314087
26,0.12768569588661194,0.10486384481191635,0.05035889148712158,0.004565672483295202,0.035953134298324585,0.31134819984436035,0.0008029328309930861,0.18211103975772858
27,0.08461258560419083,0.15489864349365234,0.02941192500293255,0.024436641484498978,0.0070778620429337025,0.5533413887023926,0.0908108502626419,0.16772116720676422
28,0.12433599680662155,0.18338073790073395,0.05052048712968826,0.00795948226004839,2.895568650274072e-05,0.6711630821228027,0.1483437865972519,0.43581506609916687
29,0.04449686408042908,0.2831490933895111,0.0316096730530262,0.011074231006205082,0.00010447559179738164,0.07539281994104385,0.03647443652153015,0.17970024049282074
30,0.15767093002796173,0.9345611333847046,0.05481136217713356,0.10239539295434952,0.020887035876512527,1.7098994255065918,0.06109074503183365,0.1520906388759613
31,0.01592782884836197,0.36698663234710693,0.056918300688266754,0.12180043011903763,0.08190038800239563,0.5209387540817261,0.0366540253162384,0.2411898821592331
32,0.006933854892849922,1.188806176185608,0.11406707763671875,0.1728491485118866,0.05706149339675903,0.32291853427886963,0.054958924651145935,0.04032369703054428
33,0.29265478253364563,1.0130634307861328,0.9588794708251953,0.14038518071174622,0.11434498429298401,0.03685729578137398,0.1976621150970459,0.07452725619077682
34,0.10885146260261536,0.08061758428812027,0.0799410343170166,0.21321836113929749,0.03348170965909958,0.4176237881183624,0.1499965786933899,0.09016405791044235
35,0.3181859254837036,0.35903769731521606,0.004155455622822046,0.014223731122910976,0.004630665294826031,0.08803746104240417,0.004857389722019434,0.0004430477856658399
36,0.03333377465605736,1.4142003059387207,0.003520840546116233,0.9785091280937195,0.037175215780735016,0.2156665027141571,0.003451969474554062,0.13358548283576965
37,0.19731998443603516,0.04599229246377945,0.15825633704662323,0.007006780244410038,0.009524374268949032,0.00900576263666153,0.06142484024167061,0.0716891810297966
38,0.469160795211792,0.0022365341428667307,0.004379266407340765,0.010084053501486778,0.042501430958509445,0.2777692675590515,0.036540087312459946,0.1389712691307068
39,0.1875353902578354,0.2560853660106659,0.8362708687782288,0.05517985671758652,0.11880750954151154,1.2258456945419312,0.06868010759353638,0.22602441906929016
40,0.01719461940228939,0.33537787199020386,0.10076636075973511,0.0007418644381687045,0.014315765351057053,0.21019870042800903,0.009623021818697453,0.15291306376457214
41,0.059607889503240585,0.0753442645072937,0.06044233962893486,0.08882522583007812,0.015933876857161522,0.14555838704109192,0.01784268394112587,0.07030666619539261
42,0.07409221678972244,0.06388390064239502,0.01689026691019535,0.00019848239026032388,0.05226745828986168,0.16690920293331146,0.023915724828839302,0.03602777048945427
43,0.2989322245121002,0.1825437992811203,0.0007318940479308367,0.025658493861556053,0.04142555966973305,0.060510385781526566,0.0026675397530198097,0.13615866005420685
44,0.13910236954689026,0.24248725175857544,0.12247497588396072,0.03653682395815849,0.008374393917620182,0.49232983589172363,0.05948580056428909,0.1910163164138794
45,0.06558308750391006,0.4361594021320343,0.060517340898513794,0.030149437487125397,0.07366068661212921,0.016643228009343147,0.11810766160488129,0.11106504499912262
46,0.01305987685918808,0.06230243295431137,0.017139706760644913,0.20412689447402954,0.16735877096652985,0.17850343883037567,0.29771706461906433,0.20982415974140167
47,0.08749723434448242,0.28970736265182495,0.0015828396426513791,0.008967923931777477,0.0077789039351046085,0.3288550078868866,0.030300922691822052,0.25243258476257324
48,0.1055583506822586,0.027198782190680504,0.018948601558804512,0.09757726639509201,0.02666638046503067,0.28024739027023315,0.023639632388949394,0.05200755223631859
49,0.070758156478405,1.2172449827194214,0.11608049273490906,0.09863513708114624,0.09913361817598343,1.2095848321914673,0.17490144073963165,0.11215408891439438
