,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,model,explainer
0,0.5409905375536787,0.08314922930177422,0.34527475258974916,0.6445159813205648,0.055669362671217214,0.020447411560914803,0.08552886416235458,0.03495110061707163,0.9813803571946323,0.9385911309574348,0.23770174730769322,0.01400653166438252,0.4309347901716305,0.010704916795238505,lr,shap
1,0.39279045711024335,0.03447800929669055,0.34527475258974916,0.6445159813205648,0.055669362671217214,0.020447411560914803,0.08552886416235458,0.03495110061707163,1.2320165805216656,0.4144635698624504,0.7978508267040424,0.016433120313864104,0.18468633864498457,0.010704916795238505,lr,shap
2,0.14940495914622753,0.0007306726309321877,0.8056410893760811,3.5053829014365605,0.055669362671217214,0.020447411560914803,0.08552886416235458,0.03495110061707163,0.9813803571946323,0.8650849880914873,0.23710309806437632,0.01400653166438252,0.4309347901716305,0.010704916795238505,lr,shap
3,0.18193668412161582,0.010658180418805008,0.34527475258974916,0.6445159813205648,0.055669362671217214,0.020447411560914803,0.08552886416235458,0.03495110061707163,1.2320165805216656,0.4144635698624504,0.20324847839135016,0.01400653166438252,0.18468633864498457,0.010704916795238505,lr,shap
4,0.028917088867011782,0.06626760699813466,0.8056410893760811,0.6445159813205648,0.055669362671217214,0.3502443722208318,0.08552886416235458,0.03495110061707163,1.2320165805216656,0.638057635557333,1.1503226696213111,0.01400653166438252,0.4309347901716305,0.010704916795238505,lr,shap
5,0.5434002949592631,0.09381227488918707,0.34527475258974916,0.6445159813205648,0.055669362671217214,0.020447411560914803,0.08552886416235458,0.03495110061707163,1.080081794817357,0.4144635698624504,0.23770174730769322,0.01400653166438252,0.4309347901716305,0.06422792545044051,lr,shap
6,0.48074660241407086,0.013731147882041743,0.34527475258974916,0.6445159813205648,0.055669362671217214,0.1444510687690437,0.08552886416235458,0.03495110061707163,0.9813803571946323,0.4144635698624504,0.23710309806437632,0.01400653166438252,0.18468633864498457,0.010704916795238505,lr,shap
7,0.39279045711024335,0.0014351514870886433,0.8056410893760811,0.6445159813205648,1.1468041648080278,0.020447411560914803,0.08552886416235458,0.03495110061707163,1.2320165805216656,0.8650849880914873,1.1503226696213111,0.01400653166438252,0.4309347901716305,0.010704916795238505,lr,shap
8,0.24218061926122367,0.024410675220070878,0.34527475258974916,0.6445159813205648,0.055669362671217214,0.30934954909900214,0.08552886416235458,0.03495110061707163,1.080081794817357,0.5926566826405968,0.23710309806437632,0.01400653166438252,0.18468633864498457,0.06422792545044051,lr,shap
9,0.15181471655181186,0.046675725623153974,0.05754579209829153,0.6445159813205648,0.055669362671217214,0.020447411560914803,0.08552886416235458,0.07802719075703941,1.080081794817357,0.4144635698624504,0.7978508267040424,0.01400653166438252,0.4309347901716305,0.010704916795238505,lr,shap
10,0.1192829915764236,0.0521159241969425,0.05754579209829153,0.6445159813205648,0.055669362671217214,0.9689434704188362,0.3418676574296511,0.07802719075703941,1.2320165805216656,1.1088736136248918,0.20324847839135016,0.01400653166438252,0.18468633864498457,0.010704916795238505,lr,shap
11,0.42291242468004736,0.025759737029773813,0.8056410893760811,0.6445159813205648,0.055669362671217214,0.3502443722208318,0.08552886416235458,0.03495110061707163,1.080081794817357,0.4144635698624504,0.23710309806437632,0.01400653166438252,0.18468633864498457,0.010704916795238505,lr,shap
12,0.30001479699524725,0.0723048478314698,0.05754579209829153,0.6445159813205648,0.055669362671217214,0.020447411560914803,0.08552886416235458,0.07802719075703941,1.2320165805216656,0.46340291065567046,0.20324847839135016,0.01400653166438252,0.18468633864498457,0.06422792545044051,lr,shap
13,0.5132783273894591,0.05143220013785839,0.9207326735726644,0.6445159813205648,0.055669362671217214,0.1444510687690437,0.08552886416235458,0.06584182268085548,1.080081794817357,0.7814911204069774,0.7978508267040424,0.01400653166438252,0.18468633864498457,0.010704916795238505,lr,shap
